,raw,label,raw_clean,raw_casefolding,raw_tokenizing,raw_filtering,raw_normalisasi,raw_stimming,Ready
39,Sdh sangat bagus....cb ada paket smsx jg bosq,1,Sdh sangat baguscb ada paket smsx jg bosq,sdh sangat baguscb ada paket smsx jg bosq,"['sdh', 'sangat', 'baguscb', 'ada', 'paket', 'smsx', 'jg', 'bosq']","['baguscb', 'paket', 'smsx', 'jg', 'bosq']","['baguscb', 'paket', 'smsx', 'jg', 'bosq']","['baguscb', 'paket', 'smsx', 'jg', 'bosq']",baguscb paket smsx jg bosq
40,Manfaat,1,Manfaat,manfaat,['manfaat'],['manfaat'],['manfaat'],['manfaat'],manfaat
41,Linkaja sangat membantu untuk dompet digital,1,Linkaja sangat membantu untuk dompet digital,linkaja sangat membantu untuk dompet digital,"['linkaja', 'sangat', 'membantu', 'untuk', 'dompet', 'digital']","['linkaja', 'membantu', 'dompet', 'digital']","['linkaja', 'membantu', 'dompet', 'digital']","['linkaja', 'bantu', 'dompet', 'digital']",linkaja bantu dompet digital
42,Top Bangets,1,Top Bangets,top bangets,"['top', 'bangets']","['top', 'bangets']","['top', 'bangets']","['top', 'bangets']",top bangets
43,Top,1,Top,top,['top'],['top'],['top'],['top'],top
44,Mantap,1,Mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
45,Good,1,Good,good,['good'],['good'],['good'],['good'],good
46,Cepat,1,Cepat,cepat,['cepat'],['cepat'],['cepat'],['cepat'],cepat
47,Aplikasi yg bagus utk smua kebutuhan digital.....,1,Aplikasi yg bagus utk smua kebutuhan digital,aplikasi yg bagus utk smua kebutuhan digital,"['aplikasi', 'yg', 'bagus', 'utk', 'smua', 'kebutuhan', 'digital']","['aplikasi', 'bagus', 'smua', 'kebutuhan', 'digital']","['aplikasi', 'bagus', 'smua', 'kebutuhan', 'digital']","['aplikasi', 'bagus', 'smua', 'butuh', 'digital']",aplikasi bagus smua butuh digital
48,Cara nya supaya di mudahkan lagi.,1,Cara nya supaya di mudahkan lagi,cara nya supaya di mudahkan lagi,"['cara', 'nya', 'supaya', 'di', 'mudahkan', 'lagi']",['mudahkan'],['mudahkan'],['mudah'],mudah
49,Sangat membantu dlm bertransaksi di rmh.,1,Sangat membantu dlm bertransaksi di rmh,sangat membantu dlm bertransaksi di rmh,"['sangat', 'membantu', 'dlm', 'bertransaksi', 'di', 'rmh']","['membantu', 'dlm', 'bertransaksi', 'rmh']","['membantu', 'dalam', 'bertransaksi', 'rmh']","['bantu', 'dalam', 'transaksi', 'rmh']",bantu dalam transaksi rmh
50,Sangat membantu sekali.....trmksh link,1,Sangat membantu sekalitrmksh link,sangat membantu sekalitrmksh link,"['sangat', 'membantu', 'sekalitrmksh', 'link']","['membantu', 'sekalitrmksh', 'link']","['membantu', 'sekalitrmksh', 'link']","['bantu', 'sekalitrmksh', 'link']",bantu sekalitrmksh link
51,"Sudah beberapa kali transaksi sukses tetapi pelanggan tidak menerima dan mereka komplain juga tidak tahu apakah uang kami kembali atau tidak. Pengaduan terlalu rumit, lebih baik gunakan WA saja!!.. mengecewakan sangat...... .",-1,Sudah beberapa kali transaksi sukses tetapi pelanggan tidak menerima dan mereka komplain juga tidak tahu apakah uang kami kembali atau tidak Pengaduan terlalu rumit lebih baik gunakan WA saja mengecewakan sangat,sudah beberapa kali transaksi sukses tetapi pelanggan tidak menerima dan mereka komplain juga tidak tahu apakah uang kami kembali atau tidak pengaduan terlalu rumit lebih baik gunakan wa saja mengecewakan sangat,"['sudah', 'beberapa', 'kali', 'transaksi', 'sukses', 'tetapi', 'pelanggan', 'tidak', 'menerima', 'dan', 'mereka', 'komplain', 'juga', 'tidak', 'tahu', 'apakah', 'uang', 'kami', 'kembali', 'atau', 'tidak', 'pengaduan', 'terlalu', 'rumit', 'lebih', 'baik', 'gunakan', 'wa', 'saja', 'mengecewakan', 'sangat']","['kali', 'transaksi', 'sukses', 'pelanggan', 'menerima', 'komplain', 'uang', 'pengaduan', 'rumit', 'wa', 'mengecewakan']","['kali', 'transaksi', 'sukses', 'pelanggan', 'menerima', 'komplain', 'uang', 'pengaduan', 'rumit', 'wa', 'mengecewakan']","['kali', 'transaksi', 'sukses', 'langgan', 'terima', 'komplain', 'uang', 'adu', 'rumit', 'wa', 'kecewa']",kali transaksi sukses langgan terima komplain uang adu rumit wa kecewa
52,Sangat mbantu dan cepat Skali transaksinya serta murah,1,Sangat mbantu dan cepat Skali transaksinya serta murah,sangat mbantu dan cepat skali transaksinya serta murah,"['sangat', 'mbantu', 'dan', 'cepat', 'skali', 'transaksinya', 'serta', 'murah']","['mbantu', 'cepat', 'skali', 'transaksinya', 'murah']","['mbantu', 'cepat', 'skali', 'transaksinya', 'murah']","['mbantu', 'cepat', 'skali', 'transaksi', 'murah']",mbantu cepat skali transaksi murah
53,Good,1,Good,good,['good'],['good'],['good'],['good'],good
54,"Aplikasi ini sangat memudahkan bagi pengguna/konsumen yang tidak sempat melakukan transaksi dll di luar, cukup dari rumah, beres. Thankyou semakin amanah dan sukses",1,Aplikasi ini sangat memudahkan bagi penggunakonsumen yang tidak sempat melakukan transaksi dll di luar cukup dari rumah beres Thankyou semakin amanah dan sukses,aplikasi ini sangat memudahkan bagi penggunakonsumen yang tidak sempat melakukan transaksi dll di luar cukup dari rumah beres thankyou semakin amanah dan sukses,"['aplikasi', 'ini', 'sangat', 'memudahkan', 'bagi', 'penggunakonsumen', 'yang', 'tidak', 'sempat', 'melakukan', 'transaksi', 'dll', 'di', 'luar', 'cukup', 'dari', 'rumah', 'beres', 'thankyou', 'semakin', 'amanah', 'dan', 'sukses']","['aplikasi', 'memudahkan', 'penggunakonsumen', 'transaksi', 'dll', 'rumah', 'beres', 'thankyou', 'amanah', 'sukses']","['aplikasi', 'memudahkan', 'penggunakonsumen', 'transaksi', 'dll', 'rumah', 'beres', 'thankyou', 'amanah', 'sukses']","['aplikasi', 'mudah', 'penggunakonsumen', 'transaksi', 'dll', 'rumah', 'beres', 'thankyou', 'amanah', 'sukses']",aplikasi mudah penggunakonsumen transaksi dll rumah beres thankyou amanah sukses
55,Berguna,1,Berguna,berguna,['berguna'],['berguna'],['berguna'],['guna'],guna
56,Aplikasi baik,1,Aplikasi baik,aplikasi baik,"['aplikasi', 'baik']",['aplikasi'],['aplikasi'],['aplikasi'],aplikasi
57,Aplikasinya bagus.... Udh lama pake linkaja,1,Aplikasinya bagus Udh lama pake linkaja,aplikasinya bagus udh lama pake linkaja,"['aplikasinya', 'bagus', 'udh', 'lama', 'pake', 'linkaja']","['aplikasinya', 'bagus', 'udh', 'pake', 'linkaja']","['aplikasinya', 'bagus', 'sudah', 'pakai', 'linkaja']","['aplikasi', 'bagus', 'sudah', 'pakai', 'linkaja']",aplikasi bagus sudah pakai linkaja
58,good,1,good,good,['good'],['good'],['good'],['good'],good
59,Ewallet paling busuk. Setiap jam 12 malem pasti gak bisa dipake. Ditambah transfer pake pending. Cs nya lama menindaklanjuti keluhan. Saya transfer 700rb ke bank tidak masuk. Saldo sudah kepotong. Segera kembalikan saldo sayaa . Setelah ini saya unistal ewallet ini.,-1,Ewallet paling busuk Setiap jam malem pasti gak bisa dipake Ditambah transfer pake pending Cs nya lama menindaklanjuti keluhan Saya transfer rb ke bank tidak masuk Saldo sudah kepotong Segera kembalikan saldo sayaa Setelah ini saya unistal ewallet ini,ewallet paling busuk setiap jam malem pasti gak bisa dipake ditambah transfer pake pending cs nya lama menindaklanjuti keluhan saya transfer rb ke bank tidak masuk saldo sudah kepotong segera kembalikan saldo sayaa setelah ini saya unistal ewallet ini,"['ewallet', 'paling', 'busuk', 'setiap', 'jam', 'malem', 'pasti', 'gak', 'bisa', 'dipake', 'ditambah', 'transfer', 'pake', 'pending', 'cs', 'nya', 'lama', 'menindaklanjuti', 'keluhan', 'saya', 'transfer', 'rb', 'ke', 'bank', 'tidak', 'masuk', 'saldo', 'sudah', 'kepotong', 'segera', 'kembalikan', 'saldo', 'sayaa', 'setelah', 'ini', 'saya', 'unistal', 'ewallet', 'ini']","['ewallet', 'busuk', 'jam', 'malem', 'dipake', 'ditambah', 'transfer', 'pake', 'pending', 'cs', 'menindaklanjuti', 'keluhan', 'transfer', 'rb', 'bank', 'masuk', 'saldo', 'kepotong', 'kembalikan', 'saldo', 'sayaa', 'unistal', 'ewallet']","['ewallet', 'busuk', 'jam', 'malem', 'dipake', 'ditambah', 'transfer', 'pakai', 'pending', 'cs', 'menindaklanjuti', 'keluhan', 'transfer', 'rb', 'bank', 'masuk', 'saldo', 'kepotong', 'kembalikan', 'saldo', 'sayaa', 'unistal', 'ewallet']","['ewallet', 'busuk', 'jam', 'malem', 'dipake', 'tambah', 'transfer', 'pakai', 'pending', 'cs', 'menindaklanjuti', 'keluh', 'transfer', 'rb', 'bank', 'masuk', 'saldo', 'potong', 'kembali', 'saldo', 'sayaa', 'unistal', 'ewallet']",ewallet busuk jam malem dipake tambah transfer pakai pending cs menindaklanjuti keluh transfer rb bank masuk saldo potong kembali saldo sayaa unistal ewallet
60,TRX menjadi lebih mudah dan simple,1,TRX menjadi lebih mudah dan simple,trx menjadi lebih mudah dan simple,"['trx', 'menjadi', 'lebih', 'mudah', 'dan', 'simple']","['trx', 'mudah', 'simple']","['trx', 'mudah', 'simple']","['trx', 'mudah', 'simple']",trx mudah simple
61,Alhamdulillah Thanks udah diperbaiki LinkAja Top.,1,Alhamdulillah Thanks udah diperbaiki LinkAja Top,alhamdulillah thanks udah diperbaiki linkaja top,"['alhamdulillah', 'thanks', 'udah', 'diperbaiki', 'linkaja', 'top']","['alhamdulillah', 'thanks', 'udah', 'diperbaiki', 'linkaja', 'top']","['alhamdulillah', 'terima kasih', 'sudah', 'diperbaiki', 'linkaja', 'top']","['alhamdulillah', 'terima kasih', 'sudah', 'baik', 'linkaja', 'top']",alhamdulillah terima kasih sudah baik linkaja top
62,tolong transaksi yg pending agar dinpercepat di dikembalikann ke saldo.. jangan harus menunggu 7x24 jam.. anda sehat..?? yg lain aja nunggu hanya 1x24 jam ni malah 7x24 jam... UDAH MAMAM BELOMM...??? KALINA KLAU GAK SIAP BUAT APLIKASI GAK USAH DI BUATTT. ORANG URGENT... SALDO SETIAP TRANSAKSI PENDING .. TUTUP AJA SUDAH PERUSHAAN KALIAN .. Ã°ÂÂÂ¡Ã°ÂÂÂ¡Ã°ÂÂÂ¡Ã°ÂÂÂ¡Ã°ÂÂÂ¡Ã°ÂÂÂ¡,-1,tolong transaksi yg pending agar dinpercepat di dikembalikann ke saldo jangan harus menunggu  jam anda sehat yg lain aja nunggu hanya  jam ni malah  jam UDAH MAMAM BELOMM KALINA KLAU GAK SIAP BUAT APLIKASI GAK USAH DI BUATTT ORANG URGENT SALDO SETIAP TRANSAKSI PENDING TUTUP AJA SUDAH PERUSHAAN KALIAN,tolong transaksi yg pending agar dinpercepat di dikembalikann ke saldo jangan harus menunggu  jam anda sehat yg lain aja nunggu hanya  jam ni malah  jam udah mamam belomm kalina klau gak siap buat aplikasi gak usah di buattt orang urgent saldo setiap transaksi pending tutup aja sudah perushaan kalian,"['tolong', 'transaksi', 'yg', 'pending', 'agar', 'dinpercepat', 'di', 'dikembalikann', 'ke', 'saldo', 'jangan', 'harus', 'menunggu', 'jam', 'anda', 'sehat', 'yg', 'lain', 'aja', 'nunggu', 'hanya', 'jam', 'ni', 'malah', 'jam', 'udah', 'mamam', 'belomm', 'kalina', 'klau', 'gak', 'siap', 'buat', 'aplikasi', 'gak', 'usah', 'di', 'buattt', 'orang', 'urgent', 'saldo', 'setiap', 'transaksi', 'pending', 'tutup', 'aja', 'sudah', 'perushaan', 'kalian']","['tolong', 'transaksi', 'pending', 'dinpercepat', 'dikembalikann', 'saldo', 'menunggu', 'jam', 'sehat', 'nunggu', 'jam', 'ni', 'jam', 'udah', 'mamam', 'belomm', 'kalina', 'klau', 'aplikasi', 'buattt', 'orang', 'urgent', 'saldo', 'transaksi', 'pending', 'tutup', 'perushaan']","['tolong', 'transaksi', 'pending', 'dinpercepat', 'dikembalikann', 'saldo', 'menunggu', 'jam', 'sehat', 'nunggu', 'jam', 'ni', 'jam', 'sudah', 'mamam', 'belomm', 'kalina', 'klau', 'aplikasi', 'buattt', 'orang', 'urgent', 'saldo', 'transaksi', 'pending', 'tutup', 'perushaan']","['tolong', 'transaksi', 'pending', 'dinpercepat', 'dikembalikann', 'saldo', 'tunggu', 'jam', 'sehat', 'nunggu', 'jam', 'ni', 'jam', 'sudah', 'mamam', 'belomm', 'kalina', 'klau', 'aplikasi', 'buattt', 'orang', 'urgent', 'saldo', 'transaksi', 'pending', 'tutup', 'perushaan']",tolong transaksi pending dinpercepat dikembalikann saldo tunggu jam sehat nunggu jam ni jam sudah mamam belomm kalina klau aplikasi buattt orang urgent saldo transaksi pending tutup perushaan
63,Knpa setiap mlm selalu gngguan sih tulisanya selalu meningkatkan layanan,1,Knpa setiap mlm selalu gngguan sih tulisanya selalu meningkatkan layanan,knpa setiap mlm selalu gngguan sih tulisanya selalu meningkatkan layanan,"['knpa', 'setiap', 'mlm', 'selalu', 'gngguan', 'sih', 'tulisanya', 'selalu', 'meningkatkan', 'layanan']","['knpa', 'mlm', 'gngguan', 'tulisanya', 'meningkatkan', 'layanan']","['knpa', 'mlm', 'gngguan', 'tulisanya', 'meningkatkan', 'layanan']","['knpa', 'mlm', 'gngguan', 'tulisanya', 'tingkat', 'layan']",knpa mlm gngguan tulisanya tingkat layan
64,Aplikasi jelek kebanyakan offline nya...,-1,Aplikasi jelek kebanyakan offline nya,aplikasi jelek kebanyakan offline nya,"['aplikasi', 'jelek', 'kebanyakan', 'offline', 'nya']","['aplikasi', 'jelek', 'kebanyakan', 'offline']","['aplikasi', 'jelek', 'kebanyakan', 'offline']","['aplikasi', 'jelek', 'banyak', 'offline']",aplikasi jelek banyak offline
65,"Saldo hilang entah kemana. (top up e-toll dua kali kesalahan sistem, pertama saldo tidak sesuai, yang kedua saldo tidak masuk, lucunya di history transaksi berhasil). auto copot aplikasi ini.",-1,Saldo hilang entah kemana top up etoll dua kali kesalahan sistem pertama saldo tidak sesuai yang kedua saldo tidak masuk lucunya di history transaksi berhasil auto copot aplikasi ini,saldo hilang entah kemana top up etoll dua kali kesalahan sistem pertama saldo tidak sesuai yang kedua saldo tidak masuk lucunya di history transaksi berhasil auto copot aplikasi ini,"['saldo', 'hilang', 'entah', 'kemana', 'top', 'up', 'etoll', 'dua', 'kali', 'kesalahan', 'sistem', 'pertama', 'saldo', 'tidak', 'sesuai', 'yang', 'kedua', 'saldo', 'tidak', 'masuk', 'lucunya', 'di', 'history', 'transaksi', 'berhasil', 'auto', 'copot', 'aplikasi', 'ini']","['saldo', 'hilang', 'kemana', 'top', 'up', 'etoll', 'kali', 'kesalahan', 'sistem', 'saldo', 'sesuai', 'saldo', 'masuk', 'lucunya', 'history', 'transaksi', 'berhasil', 'auto', 'copot', 'aplikasi']","['saldo', 'hilang', 'kemana', 'top', 'up', 'etoll', 'kali', 'kesalahan', 'sistem', 'saldo', 'sesuai', 'saldo', 'masuk', 'lucunya', 'history', 'transaksi', 'berhasil', 'auto', 'copot', 'aplikasi']","['saldo', 'hilang', 'mana', 'top', 'up', 'etoll', 'kali', 'salah', 'sistem', 'saldo', 'sesuai', 'saldo', 'masuk', 'lucu', 'history', 'transaksi', 'hasil', 'auto', 'copot', 'aplikasi']",saldo hilang mana top up etoll kali salah sistem saldo sesuai saldo masuk lucu history transaksi hasil auto copot aplikasi
66,Upgrade udah lama hasilnya malah gagal.. Foto selfi suruh nyengir tengkleng tambah ribet meding kapok jadi sungguh mengecewakan. Tolong di perbaiki lg aplikasinya.,-1,Upgrade udah lama hasilnya malah gagal Foto selfi suruh nyengir tengkleng tambah ribet meding kapok jadi sungguh mengecewakan Tolong di perbaiki lg aplikasinya,upgrade udah lama hasilnya malah gagal foto selfi suruh nyengir tengkleng tambah ribet meding kapok jadi sungguh mengecewakan tolong di perbaiki lg aplikasinya,"['upgrade', 'udah', 'lama', 'hasilnya', 'malah', 'gagal', 'foto', 'selfi', 'suruh', 'nyengir', 'tengkleng', 'tambah', 'ribet', 'meding', 'kapok', 'jadi', 'sungguh', 'mengecewakan', 'tolong', 'di', 'perbaiki', 'lg', 'aplikasinya']","['upgrade', 'udah', 'hasilnya', 'gagal', 'foto', 'selfi', 'suruh', 'nyengir', 'tengkleng', 'ribet', 'meding', 'kapok', 'sungguh', 'mengecewakan', 'tolong', 'perbaiki', 'lg', 'aplikasinya']","['upgrade', 'sudah', 'hasilnya', 'gagal', 'foto', 'selfi', 'suruh', 'nyengir', 'tengkleng', 'ribet', 'meding', 'kapok', 'sungguh', 'mengecewakan', 'tolong', 'perbaiki', 'Sedang', 'aplikasinya']","['upgrade', 'sudah', 'hasil', 'gagal', 'foto', 'selfi', 'suruh', 'nyengir', 'tengkleng', 'ribet', 'meding', 'kapok', 'sungguh', 'kecewa', 'tolong', 'baik', 'sedang', 'aplikasi']",upgrade sudah hasil gagal foto selfi suruh nyengir tengkleng ribet meding kapok sungguh kecewa tolong baik sedang aplikasi
67,Mau daftar pakai nomor baru gak bsa. No sudah terdaftar katanya pdahal jelaz2 nomor nya baru. Kode jga hitungan detik kadaluarsa bintang 1 membuktikan,-1,Mau daftar pakai nomor baru gak bsa No sudah terdaftar katanya pdahal jelaz nomor nya baru Kode jga hitungan detik kadaluarsa bintang membuktikan,mau daftar pakai nomor baru gak bsa no sudah terdaftar katanya pdahal jelaz nomor nya baru kode jga hitungan detik kadaluarsa bintang membuktikan,"['mau', 'daftar', 'pakai', 'nomor', 'baru', 'gak', 'bsa', 'no', 'sudah', 'terdaftar', 'katanya', 'pdahal', 'jelaz', 'nomor', 'nya', 'baru', 'kode', 'jga', 'hitungan', 'detik', 'kadaluarsa', 'bintang', 'membuktikan']","['daftar', 'pakai', 'nomor', 'bsa', 'no', 'terdaftar', 'pdahal', 'jelaz', 'nomor', 'kode', 'jga', 'hitungan', 'detik', 'kadaluarsa', 'bintang', 'membuktikan']","['daftar', 'pakai', 'nomor', 'bisa', 'tidak', 'terdaftar', 'pdahal', 'jelaz', 'nomor', 'kode', 'jga', 'hitungan', 'detik', 'kadaluarsa', 'bintang', 'membuktikan']","['daftar', 'pakai', 'nomor', 'bisa', 'tidak', 'daftar', 'pdahal', 'jaz', 'nomor', 'kode', 'jga', 'hitung', 'detik', 'kadaluarsa', 'bintang', 'bukti']",daftar pakai nomor bisa tidak daftar pdahal jaz nomor kode jga hitung detik kadaluarsa bintang bukti
68,"Bagus, tapi sayangnya bonus pulsa sudah tidak ada",1,Bagus tapi sayangnya bonus pulsa sudah tidak ada,bagus tapi sayangnya bonus pulsa sudah tidak ada,"['bagus', 'tapi', 'sayangnya', 'bonus', 'pulsa', 'sudah', 'tidak', 'ada']","['bagus', 'sayangnya', 'bonus', 'pulsa']","['bagus', 'sayangnya', 'bonus', 'pulsa']","['bagus', 'sayang', 'bonus', 'pulsa']",bagus sayang bonus pulsa
69,mantap,1,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
70,"Ok, tingkatkan terus prestasimu Bossku sekarang sudah bagus, besok tambah canggih dan sterusnya kedepan",1,Ok tingkatkan terus prestasimu Bossku sekarang sudah bagus besok tambah canggih dan sterusnya kedepan,ok tingkatkan terus prestasimu bossku sekarang sudah bagus besok tambah canggih dan sterusnya kedepan,"['ok', 'tingkatkan', 'terus', 'prestasimu', 'bossku', 'sekarang', 'sudah', 'bagus', 'besok', 'tambah', 'canggih', 'dan', 'sterusnya', 'kedepan']","['ok', 'tingkatkan', 'prestasimu', 'bossku', 'bagus', 'besok', 'canggih', 'sterusnya', 'kedepan']","['ok', 'tingkatkan', 'prestasimu', 'bossku', 'bagus', 'besok', 'canggih', 'sterusnya', 'kedepan']","['ok', 'tingkat', 'prestasi', 'bossku', 'bagus', 'besok', 'canggih', 'sterusnya', 'depan']",ok tingkat prestasi bossku bagus besok canggih sterusnya depan
71,"Sy di kirim kode otp tp kode otp nya salh terus sampai tiga kali, setelah itu di blok,untuk cba lg hruÃÂ nunggu beberapa menit bahkan jam,trus bgamana penelesaian maslah ini klu aplikasi ini sebenarnya belum maksimal karna proses masuk dan pendaftaran yg lama dan sulit.sebenatnya ini aplkasi untuk klangan apa?kasihan klau peggunqnya merugi karna pke aplikasi ini.",-1,Sy di kirim kode otp tp kode otp nya salh terus sampai tiga kali setelah itu di blokuntuk cba lg hru nunggu beberapa menit bahkan jamtrus bgamana penelesaian maslah ini klu aplikasi ini sebenarnya belum maksimal karna proses masuk dan pendaftaran yg lama dan sulitsebenatnya ini aplkasi untuk klangan apakasihan klau peggunqnya merugi karna pke aplikasi ini,sy di kirim kode otp tp kode otp nya salh terus sampai tiga kali setelah itu di blokuntuk cba lg hru nunggu beberapa menit bahkan jamtrus bgamana penelesaian maslah ini klu aplikasi ini sebenarnya belum maksimal karna proses masuk dan pendaftaran yg lama dan sulitsebenatnya ini aplkasi untuk klangan apakasihan klau peggunqnya merugi karna pke aplikasi ini,"['sy', 'di', 'kirim', 'kode', 'otp', 'tp', 'kode', 'otp', 'nya', 'salh', 'terus', 'sampai', 'tiga', 'kali', 'setelah', 'itu', 'di', 'blokuntuk', 'cba', 'lg', 'hru', 'nunggu', 'beberapa', 'menit', 'bahkan', 'jamtrus', 'bgamana', 'penelesaian', 'maslah', 'ini', 'klu', 'aplikasi', 'ini', 'sebenarnya', 'belum', 'maksimal', 'karna', 'proses', 'masuk', 'dan', 'pendaftaran', 'yg', 'lama', 'dan', 'sulitsebenatnya', 'ini', 'aplkasi', 'untuk', 'klangan', 'apakasihan', 'klau', 'peggunqnya', 'merugi', 'karna', 'pke', 'aplikasi', 'ini']","['sy', 'kirim', 'kode', 'otp', 'tp', 'kode', 'otp', 'salh', 'kali', 'blokuntuk', 'cba', 'lg', 'hru', 'nunggu', 'menit', 'jamtrus', 'bgamana', 'penelesaian', 'maslah', 'klu', 'aplikasi', 'maksimal', 'karna', 'proses', 'masuk', 'pendaftaran', 'sulitsebenatnya', 'aplkasi', 'klangan', 'apakasihan', 'klau', 'peggunqnya', 'merugi', 'karna', 'pke', 'aplikasi']","['saya', 'kirim', 'kode', 'otp', 'tetapi', 'kode', 'otp', 'salh', 'kali', 'blokuntuk', 'cba', 'Sedang', 'hru', 'nunggu', 'menit', 'jamtrus', 'bgamana', 'penelesaian', 'maslah', 'kalau', 'aplikasi', 'maksimal', 'karena', 'proses', 'masuk', 'pendaftaran', 'sulitsebenatnya', 'aplkasi', 'klangan', 'apakasihan', 'klau', 'peggunqnya', 'merugi', 'karena', 'pakai', 'aplikasi']","['saya', 'kirim', 'kode', 'otp', 'tetapi', 'kode', 'otp', 'salh', 'kali', 'blokuntuk', 'cba', 'sedang', 'hru', 'nunggu', 'menit', 'jamtrus', 'bgamana', 'penelesaian', 'mas', 'kalau', 'aplikasi', 'maksimal', 'karena', 'proses', 'masuk', 'daftar', 'sulitsebenatnya', 'aplkasi', 'klangan', 'apakasihan', 'klau', 'peggunqnya', 'rugi', 'karena', 'pakai', 'aplikasi']",saya kirim kode otp tetapi kode otp salh kali blokuntuk cba sedang hru nunggu menit jamtrus bgamana penelesaian mas kalau aplikasi maksimal karena proses masuk daftar sulitsebenatnya aplkasi klangan apakasihan klau peggunqnya rugi karena pakai aplikasi
